x,y,geography code
-2.1171460805518136,-0.19833923024775477,E06000001
-0.7991360921408449,-0.24336966746184258,E06000002
-1.2892243737876892,0.37504307369852685,E06000003
-0.013216606801194184,0.7571110610204189,E06000004
-1.7709751675428083,-0.08547627974895591,E06000005
-1.419974903736511,0.20302601805886125,E06000006
0.23844164996305686,1.0094872090179714,E06000007
-0.6361264178649317,-0.5472871484671028,E06000008
-1.0605809878820915,0.2809894035370233,E06000009
1.6621949455131635,1.1971114546278543,E06000010
2.5601865593235535,2.9207516964511044,E06000011
-0.8867784338249975,0.5330738716281174,E06000012
-0.6130618387063957,0.63148013098975,E06000013
0.19925912695964756,0.9121477090549633,E06000014
1.9942230000153343,0.01041787258404231,E06000015
5.409751286041439,-2.0365370448884024,E06000016
-3.1028736326432607,-0.7915988920418364,E06000017
4.30113294991569,-0.8189039249371787,E06000018
-0.33162820790549796,0.9832180226689876,E06000019
-0.10510601016439654,0.3951865412737164,E06000020
1.4629222016232295,0.7627256891784129,E06000021
0.03787246162325626,0.7211654262591035,E06000022
6.873551708688422,1.6139790796468207,E06000023
0.24907001335596535,1.2171110788073531,E06000024
1.9344404877808852,1.6152632462047958,E06000025
1.384723517242817,1.5512283887194673,E06000026
-1.1916119449580675,0.3683526957007036,E06000027
1.0358005699938584,0.48804928085331545,E06000030
0.8525971694642477,-0.16251682023467073,E06000031
1.7602932695236562,-1.6790500498813945,E06000032
-0.09078473107746446,0.27924427610009783,E06000033
0.002447913531551405,-0.4430131912569207,E06000034
2.0455581041450808,0.7882623228769464,E06000035
-1.2831411328599207,-0.22367560976723638,E06000036
-0.695294095740947,0.3821356417735015,E06000037
0.33652067353846,-0.7919985792106007,E06000038
0.17173472197066247,-1.892588517417812,E06000039
-0.5905433976115426,-0.19314894236656716,E06000040
-0.16954144345496197,0.004419676265539626,E06000041
2.678236156286584,-0.20481767786054583,E06000042
2.648933772421731,0.6141292249192137,E06000043
0.6483331184846934,0.3546724357516566,E06000044
1.6578083347372805,0.3932973689839117,E06000045
-1.1854087743931574,0.440299980824929,E06000046
6.052286515040282,4.945570289068819,E06000047
3.8599717067752657,3.1301268791502985,E06000049
3.035194676001103,2.7755254804985423,E06000050
2.291264083234854,2.603641338750701,E06000051
7.094044719058208,5.34717034965245,E06000052
-3.8512563957908963,-1.2278748228381149,E06000053
5.999909595756446,4.321268724781258,E06000054
0.27436945563405646,-0.29303456433699926,E06000055
2.085363520900576,1.4826122611405081,E06000056
2.191152982050773,2.6596017465911803,E06000057
4.453995558051277,2.5983681794893374,E06000058
3.278665334949084,3.363430923774566,E06000059
7.854673106029902,2.6191685346515383,E06000060
3.3070649060053685,2.1449565554524948,E06000061
5.03456860921692,2.157605480531776,E06000062
-0.48552936826198784,-0.4933635581608983,E07000008
-2.189255584711724,-0.3011887386098782,E07000009
-1.9127319249105819,-0.08952928304133634,E07000010
-0.3166520838649891,0.6171981010309506,E07000011
-0.6492492691834295,0.25802469199233213,E07000012
-2.1091650204511927,-0.04572165028089458,E07000026
-2.6170357558945643,-0.44474366233910595,E07000027
-1.802318672914388,0.0548891980896872,E07000028
-2.6378942791391045,-0.4238015246596205,E07000029
-2.8675510112959275,-0.5615499696279186,E07000030
-1.9284400357832727,0.053459527284163144,E07000031
-1.504168801769916,0.2683946627082304,E07000032
-2.386840473086038,-0.286000751820958,E07000033
-1.8902682327156615,-0.07035579627845889,E07000034
-2.548042995068433,-0.36060401751287086,E07000035
-1.6880744680355109,0.021185389380605428,E07000036
-2.1584132437450316,-0.15931861113334944,E07000037
-1.9758760353329232,-0.00963198284265307,E07000038
-1.8164662849653241,-0.10785088842819193,E07000039
-1.0725848018271844,0.5985481089016579,E07000040
-1.1632567155568498,0.02038859956319511,E07000041
-2.35242092746678,-0.2423683372864574,E07000042
-2.0244443367474694,-0.07277131631075869,E07000043
-2.224627969544416,-0.1691710687827952,E07000044
-1.357355653338942,0.4025828135676786,E07000045
-2.6128471758455323,-0.402301467571106,E07000046
-2.82367271436573,-0.5453084993557097,E07000047
-1.7721923165130813,-0.30134808551013725,E07000061
-1.9835017499127074,-0.4066484366863712,E07000062
-1.9032227407501026,-0.18082352826423284,E07000063
-2.0789244556455895,-0.1772433132097491,E07000064
-0.8220311514002984,0.6052184098003887,E07000065
-0.033440228823869524,0.3130585342822173,E07000066
-0.848866622309185,0.4286696039129931,E07000067
-2.3097998621264524,-0.5582684931668647,E07000068
-2.1542755950214456,-0.25201087339613376,E07000069
-0.19527860356004625,0.4073497146581279,E07000070
0.18207169070535997,0.3265326917746848,E07000071
-0.9686179584872954,-0.2722822429095183,E07000072
-1.862817792129471,-0.655260263937187,E07000073
-2.626371533153112,-0.46373242842148843,E07000074
-2.2393309358563687,-0.2735035863464149,E07000075
-1.0116733273244258,0.467688997358519,E07000076
-2.1201579252854836,-0.2737226602537542,E07000077
-1.4793110654118944,-0.06585896091897445,E07000078
-2.154056121027928,-0.18000047057737809,E07000079
-2.2404346529075467,-0.19829265183292782,E07000080
-1.064031983021013,-0.23305611936410414,E07000081
-1.574114749632697,0.15258115930733682,E07000082
-2.0763327586326845,-0.19044770194325616,E07000083
-0.11266607939416957,0.4382888166537556,E07000084
-1.4727295104451774,0.17672493094573233,E07000085
-1.2185528286215401,0.16280286321016538,E07000086
-1.695629614860415,0.07325735091583058,E07000087
-2.2913242061693984,-0.3440185948683726,E07000088
-1.9367268234825956,-0.22795646282868764,E07000089
-1.4951245030581426,0.17632824809229075,E07000090
-0.5660863628650753,0.8659484374511159,E07000091
-1.7167396513415305,-0.6258984732791236,E07000092
-1.3584997522397824,0.13966159910656326,E07000093
-1.3946552379473403,0.11999403630300112,E07000094
-1.615851270436028,-0.7963304270741304,E07000095
-0.666070287187296,0.026599370616763793,E07000096
-1.4577712682319681,-0.7373316950616198,E07000098
-1.1137593277060784,-0.11903083154903503,E07000099
-1.876634377873716,-0.6457855124272777,E07000102
-1.4232204552991528,-1.1001441409465562,E07000103
-1.201619604703016,-0.07358682378655591,E07000105
-0.5310460507238144,0.1589159846183006,E07000106
-1.3014104170682324,-0.7552331270996965,E07000107
-1.6089730077778346,0.024869817721332788,E07000108
-1.522969688270383,-0.7144473663326495,E07000109
-0.35444208207709116,0.3989002468692895,E07000110
-1.5218934118897018,-0.05200178713062397,E07000111
-1.6906676348054042,-0.10361374737105991,E07000112
-0.916168878108544,0.3261514103787659,E07000113
-1.034046038900514,0.15218932336791854,E07000114
-1.3326382431759711,0.1293450927089379,E07000115
-1.6077401112056589,-0.1147329431467694,E07000116
-2.004050315769869,-0.4242513730182195,E07000117
-1.6468014152821897,0.09203986062590473,E07000118
-2.3260724413287623,-0.2887625021831929,E07000119
-2.267978484741895,-0.510135863112688,E07000120
-1.077561963452081,0.2882108946766621,E07000121
-1.961513041932908,-0.5986071931105766,E07000122
-0.6597360861887619,-0.4066350631076716,E07000123
-2.7383879991525353,-0.5121897890239063,E07000124
-2.5329610392498174,-0.4819552847988698,E07000125
-1.7642493199759994,0.017581214847992792,E07000126
-1.6146329641760173,0.13151085312214938,E07000127
-1.773042732773864,0.11501405066399242,E07000128
-1.7903845339869382,-0.347202764724649,E07000129
-0.0633660482248023,0.28881628906243195,E07000130
-1.9844944466823582,-0.23857498743605016,E07000131
-1.696955345603901,0.013210245509379919,E07000132
